Kode MK,Nama MK,Prodi MK,Prioritas,Berminat,Nama Dosen,SKS,Praktikum,Kewajiban
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",47,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,Pengampu,75,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,Pengampu,82,3,1,1
CIE61205,Pemrograman Web,Pendidikan Teknologi Informasi,1,Pengampu,105,3,1,1
CIS60103,Pemrograman Web Lanjut,Sistem Informasi,1,Pengampu,1,3,0,0
CIS60103,Pemrograman Web Lanjut,Sistem Informasi,1,Pengampu,16,3,0,0
CIS60103,Pemrograman Web Lanjut,Sistem Informasi,1,Pengampu,22,3,0,0
CIS60103,Pemrograman Web Lanjut,Sistem Informasi,1,Pengampu,31,3,0,0
CSD60708,Penambangan Data,Pendidikan Teknologi Informasi,1,Pengampu,102,3,0,1
CSD60708,Penambangan Data,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",92,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,"Pengelola, Pengampu",30,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,"Pengelola, Pengampu",52,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,"Pengelola, Pengampu",107,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,1,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,16,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,20,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,29,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,72,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,80,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,1,Pengampu,102,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,2,Pengampu,89,3,0,0
CSD60708,Penambangan Data,Sistem Informasi,2,Pengampu,97,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",92,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,"Pengelola, Pengampu",30,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,"Pengelola, Pengampu",107,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,Pengampu,1,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,Pengampu,16,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,Pengampu,20,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,Pengampu,29,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,Pengampu,52,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,Pengampu,80,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,Pengampu,93,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,1,Pengampu,102,3,0,0
CSD60708,Penambangan Data,Teknologi Informasi,2,Pengampu,97,3,0,0
CIE61114,Pendidikan Orang Dewasa dan Berkelanjutan,Pendidikan Teknologi Informasi,1,Pengampu,39,3,0,0
CIE61114,Pendidikan Orang Dewasa dan Berkelanjutan,Pendidikan Teknologi Informasi,1,Pengampu,39,3,0,0
CIE61114,Pendidikan Orang Dewasa dan Berkelanjutan,Pendidikan Teknologi Informasi,2,Pengampu,59,3,0,0
CIS61125,Pengantar GeoInformasi,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",87,3,1,0
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,Pengampu,83,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,Pengampu,90,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,1,Pengampu,108,2,0,1
COM60016,Pengantar Keilmuan Komputer,Pendidikan Teknologi Informasi,2,Pengampu,103,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Pengelola, Pengampu",4,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,"Pengelola, Pengampu",108,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,Pengampu,83,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,1,Pengampu,90,2,0,1
COM60016,Pengantar Keilmuan Komputer,Sistem Informasi,2,Pengampu,103,2,0,1
COM60016,Pengantar Keilmuan Komputer,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,2,0,1
COM60016,Pengantar Keilmuan Komputer,Teknologi Informasi,1,"Pengelola, Pengampu",4,2,0,1
COM60016,Pengantar Keilmuan Komputer,Teknologi Informasi,1,Pengampu,83,2,0,1
COM60016,Pengantar Keilmuan Komputer,Teknologi Informasi,1,Pengampu,90,2,0,1
COM60016,Pengantar Keilmuan Komputer,Teknologi Informasi,1,Pengampu,102,2,0,1
COM60016,Pengantar Keilmuan Komputer,Teknologi Informasi,1,Pengampu,108,2,0,1
COM60016,Pengantar Keilmuan Komputer,Teknologi Informasi,2,Pengampu,62,2,0,1
COM60016,Pengantar Keilmuan Komputer,Teknologi Informasi,2,Pengampu,103,2,0,1
CIS61104,Pengantar Sistem informasi,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,2,0,1
CIS61104,Pengantar Sistem informasi,Sistem Informasi,1,"Pengelola, Pengampu",108,2,0,1
CIS61104,Pengantar Sistem informasi,Sistem Informasi,1,Pengampu,67,2,0,1
CIS61104,Pengantar Sistem informasi,Sistem Informasi,1,Pengampu,102,2,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,"Pengelola, Pengampu",4,3,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,"Pengelola, Pengampu",47,3,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,Pengampu,31,3,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,Pengampu,60,3,0,1
CIS61110,Pengembangan Aplikasi Mobile,Sistem Informasi,1,Pengampu,75,3,0,1
CIT60052,Pengembangan Aplikasi Mobile Terapan,Teknologi Informasi,1,Pengampu,16,3,0,0
CIT60052,Pengembangan Aplikasi Mobile Terapan,Teknologi Informasi,1,Pengampu,20,3,0,0
CIT60052,Pengembangan Aplikasi Mobile Terapan,Teknologi Informasi,2,"Pengelola, Pengampu",47,3,0,0
CIS60102,Pengembangan Aplikasi Multiplatform,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",16,2,0,0
CIS60102,Pengembangan Aplikasi Multiplatform,Sistem Informasi,1,"Pengelola, Pengampu",47,2,0,0
CIS60102,Pengembangan Aplikasi Multiplatform,Sistem Informasi,1,Pengampu,1,2,0,0
CIS60102,Pengembangan Aplikasi Multiplatform,Sistem Informasi,2,Pengampu,70,2,0,0
CIE61215,Pengembangan Aplikasi Peranti Bergerak,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",47,3,0,0
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,1,"Pengelola, Pengampu",4,4,1,1
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,1,"Pengelola, Pengampu",47,4,1,1
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,1,"Pengelola, Pengampu",105,4,1,1
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,1,Pengampu,31,4,1,1
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,1,Pengampu,60,4,1,1
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,1,Pengampu,75,4,1,1
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,1,Pengampu,82,4,1,1
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,2,"Pengelola, Pengampu",103,4,1,1
CIT61006,Pengembangan Aplikasi Web,Teknologi Informasi,2,Pengampu,62,4,1,1
CIT60039,Pengembangan Aplikasi Web Lanjut,Teknologi Informasi,1,"Pengelola, Pengampu",4,3,0,0
CIT60039,Pengembangan Aplikasi Web Lanjut,Teknologi Informasi,1,"Pengelola, Pengampu",16,3,0,0
CIT60039,Pengembangan Aplikasi Web Lanjut,Teknologi Informasi,1,"Pengelola, Pengampu",47,3,0,0
CIT60039,Pengembangan Aplikasi Web Lanjut,Teknologi Informasi,1,Pengampu,1,3,0,0
CIT60039,Pengembangan Aplikasi Web Lanjut,Teknologi Informasi,1,Pengampu,31,3,0,0
CIT60039,Pengembangan Aplikasi Web Lanjut,Teknologi Informasi,1,Pengampu,75,3,0,0
CIS61124,Pengembangan Gim,Sistem Informasi,1,"Pengelola, Pengampu",47,2,0,0
CIS61124,Pengembangan Gim,Sistem Informasi,2,Pengampu,103,2,0,0
CIT60053,Pengembangan Gim,Teknologi Informasi,1,Pengampu,16,3,0,0
CIE61113,Pengembangan Program Pelatihan Teknologi Informasi,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",59,3,0,0
CIE61113,Pengembangan Program Pelatihan Teknologi Informasi,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",47,3,0,0
CIE61111,Pengenalan Lapangan Persekolahan 1,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",103,1,0,1
CIE61111,Pengenalan Lapangan Persekolahan 1,Pendidikan Teknologi Informasi,1,Pengampu,39,1,0,1
CIE61111,Pengenalan Lapangan Persekolahan 1,Pendidikan Teknologi Informasi,1,Pengampu,39,1,0,1
CIE61111,Pengenalan Lapangan Persekolahan 1,Pendidikan Teknologi Informasi,2,Pengampu,59,1,0,1
CIE61112,Pengenalan Lapangan Persekolahan 2,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",103,3,0,1
CIE61112,Pengenalan Lapangan Persekolahan 2,Pendidikan Teknologi Informasi,1,Pengampu,39,3,0,1
CIE61112,Pengenalan Lapangan Persekolahan 2,Pendidikan Teknologi Informasi,1,Pengampu,39,3,0,1
CIE61112,Pengenalan Lapangan Persekolahan 2,Pendidikan Teknologi Informasi,2,Pengampu,59,3,0,1
CIS62109,Pengujian dan Evaluasi Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",4,2,0,0
CIS62109,Pengujian dan Evaluasi Sistem Informasi,Sistem Informasi,1,Pengampu,67,2,0,0
CIE61108,Penilaian Hasil Belajar,Pendidikan Teknologi Informasi,1,Pengampu,100,3,0,1
CIE61110,Perancangan Pembelajaran,Pendidikan Teknologi Informasi,1,Pengampu,39,3,0,1
CIE61110,Perancangan Pembelajaran,Pendidikan Teknologi Informasi,1,Pengampu,39,3,0,1
CIE61110,Perancangan Pembelajaran,Pendidikan Teknologi Informasi,1,Pengampu,100,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",22,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",45,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",4,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",16,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,1,Pengampu,62,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Pendidikan Teknologi Informasi,2,Pengampu,12,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,"Pengelola, Pengampu",4,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,Pengampu,60,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,Pengampu,62,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Sistem Informasi,1,Pengampu,87,3,0,1
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",22,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",45,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,1,"Pengelola, Pengampu",4,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,1,"Pengelola, Pengampu",16,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,1,"Pengelola, Pengampu",55,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,1,Pengampu,60,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,1,Pengampu,62,3,1,0
CSD60711,Perancangan Pengalaman Pengguna,Teknologi Informasi,2,Pengampu,12,3,1,0
CIS61120,Perbaikan Proses Bisnis,Sistem Informasi,1,Pengampu,6,2,0,0
CIS61120,Perbaikan Proses Bisnis,Sistem Informasi,1,Pengampu,108,2,0,0
CIE61101,Perkembangan Peserta Didik,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",39,3,0,1
CIE61101,Perkembangan Peserta Didik,Pendidikan Teknologi Informasi,1,Pengampu,39,3,0,1
CIE61101,Perkembangan Peserta Didik,Pendidikan Teknologi Informasi,2,Pengampu,59,3,0,1
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",94,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,"Pengelola, Pengampu",47,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,"Pengelola, Pengampu",108,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,16,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,21,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,40,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,40,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,1,Pengampu,87,2,0,0
CIS60101,Perkembangan dan Tren Teknologi Digital,Sistem Informasi,2,Pengampu,12,2,0,0
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",92,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",100,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,"Pengelola, Pengampu",107,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,Pengampu,11,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,Pengampu,16,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,Pengampu,77,3,0,1
CSD60712,Probabilitas dan Statistika,Pendidikan Teknologi Informasi,1,Pengampu,83,3,0,1
CSD60712,Probabilitas dan Statistika,Sistem Informasi,1,Pengampu,83,3,0,1
CSD60712,Probabilitas dan Statistika,Sistem Informasi,1,Pengampu,87,3,0,1
CSD60712,Probabilitas dan Statistika,Sistem Informasi,1,Pengampu,100,3,0,1
CSD60712,Probabilitas dan Statistika,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",92,3,0,1
CSD60712,Probabilitas dan Statistika,Teknologi Informasi,1,"Pengelola, Pengampu",107,3,0,1
CSD60712,Probabilitas dan Statistika,Teknologi Informasi,1,Pengampu,11,3,0,1
CSD60712,Probabilitas dan Statistika,Teknologi Informasi,1,Pengampu,16,3,0,1
CSD60712,Probabilitas dan Statistika,Teknologi Informasi,1,Pengampu,83,3,0,1
CSD60712,Probabilitas dan Statistika,Teknologi Informasi,1,Pengampu,93,3,0,1
CSD60712,Probabilitas dan Statistika,Teknologi Informasi,1,Pengampu,100,3,0,1
CIS61118,Rekayasa Kebutuhan Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",4,2,0,0
CIS61108,Rekayasa Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",4,5,1,1
CIS61108,Rekayasa Sistem Informasi,Sistem Informasi,1,"Pengelola, Pengampu",47,5,1,1
CIS61108,Rekayasa Sistem Informasi,Sistem Informasi,1,Pengampu,67,5,1,1
CIS61108,Rekayasa Sistem Informasi,Sistem Informasi,2,Pengampu,108,5,1,1
CIS61113,Sistem Enterprise,Sistem Informasi,1,Pengampu,76,3,0,1
CIT60033,Sistem Forensik Digital,Teknologi Informasi,1,"Pengelola, Pengampu",94,3,0,0
CIT60033,Sistem Forensik Digital,Teknologi Informasi,1,Pengampu,35,3,0,0
CIT60033,Sistem Forensik Digital,Teknologi Informasi,1,Pengampu,41,3,0,0
CIT60033,Sistem Forensik Digital,Teknologi Informasi,1,Pengampu,75,3,0,0
CIT60033,Sistem Forensik Digital,Teknologi Informasi,1,Pengampu,83,3,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",53,2,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,"Pengelola, Pengampu",94,2,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,Pengampu,16,2,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,Pengampu,16,2,0,0
CIS60106,Sistem Informasi Berkelanjutan,Sistem Informasi,1,Pengampu,108,2,0,0
CSD60710,Sistem Informasi Geografis,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",87,3,1,0
CSD60710,Sistem Informasi Geografis,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",11,3,1,0
CIS61111,Sistem Informasi berbasis Kecerdasan Buatan,Sistem Informasi,1,Pengampu,87,2,0,1
CIS61111,Sistem Informasi berbasis Kecerdasan Buatan,Sistem Informasi,2,Pengampu,89,2,0,1
CIS61111,Sistem Informasi berbasis Kecerdasan Buatan,Sistem Informasi,2,Pengampu,108,2,0,1
CSD60702,Sistem Pendukung Keputusan,Pendidikan Teknologi Informasi,1,Pengampu,83,3,1,0
CSD60702,Sistem Pendukung Keputusan,Pendidikan Teknologi Informasi,1,Pengampu,108,3,1,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",94,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Pengelola, Pengampu",30,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Pengelola, Pengampu",52,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Pengelola, Pengampu",107,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,"Pengelola, Pengampu",108,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,15,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,16,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,20,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,29,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,73,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,83,3,0,0
CSD60702,Sistem Pendukung Keputusan,Sistem Informasi,1,Pengampu,92,3,0,0
CIS60105,Strategi Transformasi Digital,Sistem Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",53,2,0,0
CIS60105,Strategi Transformasi Digital,Sistem Informasi,1,"Pengelola, Pengampu",94,2,0,0
CIS60105,Strategi Transformasi Digital,Sistem Informasi,1,Pengampu,94,2,0,0
CIS60105,Strategi Transformasi Digital,Sistem Informasi,1,Pengampu,108,2,0,0
CSD60703,Tata Kelola Teknologi Informasi,Sistem Informasi,1,"Pengelola, Pengampu",6,3,0,1
CSD60703,Tata Kelola Teknologi Informasi,Sistem Informasi,1,Pengampu,87,3,0,1
CSD60703,Tata Kelola Teknologi Informasi,Sistem Informasi,1,Pengampu,108,3,0,1
CSD60703,Tata Kelola Teknologi Informasi,Teknologi Informasi,1,"Pengelola, Pengampu",6,3,0,1
CSD60703,Tata Kelola Teknologi Informasi,Teknologi Informasi,1,Pengampu,15,3,0,1
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",14,2,0,0
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",94,2,0,0
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,1,Pengampu,17,2,0,0
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,1,Pengampu,17,2,0,0
CIT60047,Tata Kelola dan Kebijakan Keamanan Siber,Teknologi Informasi,2,Pengampu,46,2,0,0
CIT60049,Teknologi Basis Data Non Relational,Teknologi Informasi,1,"Pengelola, Pengampu",102,3,0,0
CIT60049,Teknologi Basis Data Non Relational,Teknologi Informasi,1,Pengampu,16,3,0,0
CIT60049,Teknologi Basis Data Non Relational,Teknologi Informasi,1,Pengampu,16,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,16,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,20,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,35,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,46,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,75,3,0,0
CIT60036,Teknologi Berbasis Cloud,Teknologi Informasi,1,Pengampu,104,3,0,0
CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",14,2,0,0
CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,Teknologi Informasi,1,"Pengelola, Pengampu",47,2,0,0
CIT60042,Teknologi Blockchain dan Platform Keuangan Digital,Teknologi Informasi,1,Pengampu,46,2,0,0
CIT61024,Teknologi Keamanan Siber,Teknologi Informasi,1,Pengampu,17,3,0,1
CIT61024,Teknologi Keamanan Siber,Teknologi Informasi,1,Pengampu,35,3,0,1
CIT61024,Teknologi Keamanan Siber,Teknologi Informasi,1,Pengampu,75,3,0,1
CIT61024,Teknologi Keamanan Siber,Teknologi Informasi,2,Pengampu,46,3,0,1
CIT60051,Teknologi Smart City,Teknologi Informasi,1,"Koordinator Pengelola, Pengelola, Pengampu",47,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,1,Pengampu,20,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,1,Pengampu,67,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,2,"Koordinator Pengelola, Pengelola, Pengampu",105,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,2,Pengampu,6,2,0,0
CIT60051,Teknologi Smart City,Teknologi Informasi,2,Pengampu,58,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,"Pengelola, Pengampu",94,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,Pengampu,11,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,Pengampu,21,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,Pengampu,21,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,1,Pengampu,108,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,2,"Koordinator Pengelola, Pengelola, Pengampu",47,2,0,0
CIS60104,Transformasi Pemerintah,Sistem Informasi,2,Pengampu,12,2,0,0
